curvature,moment,NA,P,My,slope
0.0,0.0,6.05,0,0.0,0
3.03030303030303e-06,401.3889960400222,12.061588437154214,0,-2.930988785010413e-14,132458368.69320734
6.06060606060606e-06,800.17082336967,12.07975306391284,0,-2.842170943040401e-14,131598003.01878376
9.090909090909091e-06,1196.3137172124243,12.098083667868615,0,-7.638334409421077e-14,130727154.9681089
1.212121212121212e-05,1589.7851798428928,12.116583336295948,0,-1.1368683772161603e-13,129845582.66805466
1.515151515151515e-05,1367.7934370046723,10.573280878824256,0,-6.039613253960852e-14,-73257275.13661279
1.8181818181818182e-05,1251.859112856244,9.461911870159675,0,-6.394884621840902e-14,-38258326.96898129
2.121212121212121e-05,1238.4489642722397,8.754004952639942,0,-3.552713678800501e-14,-4425349.032721469
2.424242424242424e-05,1227.7383634187388,8.079602013084111,0,-2.842170943040401e-14,-3534498.2816552864
2.727272727272727e-05,1299.6579883700967,7.76327707585079,0,9.947598300641403e-14,23733476.23394813
3.03030303030303e-05,1370.5610503361027,7.460481854523059,0,-9.947598300641403e-14,23398010.448781956
3.333333333333333e-05,1443.9568494224195,7.173364930438505,0,0.0,24220613.69848457
3.6363636363636364e-05,1573.2546406965944,7.180900036408081,0,-5.684341886080802e-14,42668271.120477624
3.939393939393939e-05,1647.7713251970088,6.9142393012157815,0,1.1368683772161603e-13,24590505.885136757
4.242424242424242e-05,1772.533939017271,6.9214792695265475,0,1.1368683772161603e-13,41171662.56068655
4.545454545454545e-05,1852.8428761152454,6.680377580114682,0,-8.526512829121202e-14,26501949.24233157
4.848484848484848e-05,1974.380233199036,6.687418781983589,0,-1.4210854715202004e-13,40107327.837650895
5.151515151515151e-05,2095.657245376107,6.6945055817381185,0,5.684341886080802e-14,40021414.018433414
5.454545454545454e-05,2216.6716089734095,6.701638586254742,0,0.0,39934739.9871099
5.757575757575757e-05,2302.335051900157,6.490932743722856,0,2.842170943040401e-14,28268936.16582665
6.06060606060606e-05,2421.2847985259687,6.498054545392498,0,-5.684341886080802e-14,39253416.38651788
6.363636363636363e-05,2539.997872253984,6.505224625235836,0,0.0,39175314.33024509
6.666666666666666e-05,2658.472069224553,6.5124436388821865,0,5.684341886080802e-14,39096485.000287704
6.969696969696969e-05,2776.7051469518656,6.5197122554565965,0,-1.1368683772161603e-13,39016915.65001323
7.272727272727273e-05,2894.6948233344583,6.52703115795611,0,-1.7053025658242404e-13,38936593.20625544
7.575757575757576e-05,2988.884135653403,6.357930543149819,0,1.4210854715202004e-13,31082473.065251783
7.878787878787879e-05,3105.747470628707,6.3653632223075824,0,-5.684341886080802e-14,38564900.54185035
8.181818181818182e-05,3222.385611216856,6.372850150464594,0,1.7053025658242404e-13,38490586.39408914
8.484848484848485e-05,3338.796282974979,6.38039212641395,0,1.1368683772161603e-13,38415521.68018062
8.787878787878787e-05,3454.977168139996,6.387989966814108,0,-1.9895196601282805e-13,38339692.104455665
9.09090909090909e-05,3570.925904419844,6.395644506730915,0,1.7053025658242404e-13,38263082.972349755
9.393939393939393e-05,3686.6400837404644,6.403356600200525,0,2.5579538487363607e-13,38185679.17580481
9.696969696969696e-05,3802.117250946662,6.411127120814211,0,1.7053025658242404e-13,38107465.178045176
9.999999999999999e-05,3917.3549024546305,6.4189569623260665,0,-2.8421709430404007e-13,38028424.99762966
0.00010303030303030302,4032.3504848539837,6.426847039284728,0,-2.842170943040401e-14,37948542.19178658
0.00010606060606060605,4147.101393456962,6.434798287690294,0,-8.526512829121202e-14,37867799.8389828
0.00010909090909090908,4261.6049707922275,6.442811665677541,0,1.7053025658242404e-13,37786180.52063767
0.00011212121212121211,4375.858505040836,6.450888154226922,0,2.8421709430404007e-13,37703666.30204067
0.00011515151515151514,4489.859228411374,6.459028757904534,0,-3.410605131648481e-13,37620238.712277636
0.00011818181818181817,4603.6043154515855,6.467234505632628,0,-2.2737367544323206e-13,37535878.72326989
0.0001212121212121212,4717.090881293194,6.475506451492079,0,1.1368683772161603e-13,37450566.72773077
0.00012424242424242422,4830.315979826842,6.483845675558595,0,-1.1368683772161603e-13,37364282.51610376
0.00012727272727272725,4933.994268591114,6.376229753745294,0,5.684341886080802e-14,34213835.29220981
0.00013030303030303028,5037.292674130911,6.490167979917326,0,5.684341886080802e-14,34088473.82813315
0.0001333333333333333,5065.108283848169,6.3366904024664175,0,0.0,9179151.206695063
0.00013636363636363634,5120.399466432981,6.312633248035478,0,-2.2737367544323206e-13,18246090.252988067
0.00013939393939393937,5175.598094291417,6.289860863286897,0,0.0,18215547.1932837
0.0001424242424242424,5230.7033783009465,6.268293388213259,0,-1.1368683772161603e-13,18184743.723144874
0.00014545454545454546,5285.7145171727025,6.247857654643425,0,-5.684341886080801e-13,18153675.827679317
0.00014848484848484849,5340.630697161256,6.228486504294478,0,5.684341886080802e-14,18122339.396222584
0.00015151515151515152,5395.451091765128,6.210118188685525,0,-3.410605131648481e-13,18090730.21927778
0.00015454545454545454,5450.174861417876,6.192695839678628,0,-3.410605131648481e-13,18058843.985406898
0.00015757575757575757,5471.35974943972,6.154729368829723,0,-5.684341886080801e-13,6991013.047208528
0.0001606060606060606,5478.9638573426855,6.10979822383319,0,-4.547473508864641e-13,2509355.607978633
0.00016363636363636363,5486.547794310223,6.066638113310837,0,-6.821210263296962e-13,2502699.1992874546
0.00016666666666666666,5494.111369135006,6.025152773236686,0,-4.547473508864641e-13,2495979.6921781716
0.0001696969696969697,5501.654389577961,5.985252819907733,0,-4.547473508864641e-13,2489196.746175422
0.00017272727272727272,5509.176662352522,5.946855146460685,0,-5.684341886080801e-13,2482350.015604935
0.00017575757575757575,5478.7243787517855,5.790128068934795,0,-4.547473508864641e-13,-10049253.588242995
0.00017878787878787878,5524.158186416851,5.874262404663631,0,-2.2737367544323206e-13,14993156.529471658
0.0001818181818181818,5488.578411932569,5.707609153157019,0,-3.410605131648481e-13,-11741325.579813097
0.00018484848484848484,5493.461357504348,5.6683827903863415,0,2.2737367544323206e-13,1611372.0386869686
0.00018787878787878787,5498.331806223843,5.6304927677802015,0,2.2737367544323206e-13,1607248.077433506
0.0001909090909090909,5503.18966353567,5.593875671158032,0,0.0,1603092.912902776
0.00019393939393939392,5508.034834383163,5.558472052126314,0,-2.2737367544323206e-13,1598906.3796727357
0.00019696969696969695,5512.867223201814,5.524226123046136,0,-2.2737367544323206e-13,1594688.3101549798
0.00019999999999999998,5517.686733912502,5.491085479731437,0,-3.410605131648481e-13,1590438.5345269116
0.000203030303030303,5522.493269914707,5.459000848980752,0,-2.2737367544323206e-13,1586156.8807275405
0.00020606060606060604,5527.286734079603,5.427925858386052,0,2.2737367544323206e-13,1581843.174415763
0.00020909090909090907,5532.067028743027,5.397816826158676,0,-1.1368683772161603e-13,1577497.238929846
0.0002121212121212121,5536.834055698335,5.368632568970696,0,-2.2737367544323206e-13,1573118.8952517102
0.00021515151515151513,5541.587716189153,5.340334226035501,0,-3.410605131648481e-13,1568707.961970013
0.00021818181818181816,5546.327910902058,5.312885097848886,0,1.1368683772161603e-13,1564264.2552585409
0.0002212121212121212,5551.054539959048,5.286250498184746,0,-2.2737367544323206e-13,1559787.5888068762
0.00022424242424242422,5555.767502909999,5.260397618091652,0,-2.2737367544323206e-13,1555277.7738137962
0.00022727272727272725,5560.466698724902,5.23529540077019,0,-2.2737367544323206e-13,1550734.6189179413
0.00023030303030303027,5533.026734287696,5.101259486228052,0,-4.547473508864641e-13,-9055188.264278008
0.0002333333333333333,5569.82338188018,5.187226805521067,0,-2.2737367544323206e-13,12142893.70551975
0.00023636363636363633,5538.911129452454,5.045290482367031,0,-5.684341886080801e-13,-10201043.301149698
0.00023939393939393936,5541.8463396394545,5.01845553587853,0,-1.1368683772161603e-13,968619.3617102803
0.0002424242424242424,5544.7767778433235,4.992348755004641,0,-4.547473508864641e-13,967044.6072767758
0.00024545454545454545,5547.702358506276,4.966943257062052,0,-6.821210263296962e-13,965441.618774349
0.00024848484848484845,5550.622995850684,4.942213472384807,0,-1.1368683772161603e-13,963810.3236545247
0.0002515151515151515,5553.53860387461,4.9181350652387765,0,-5.684341886080801e-13,962150.6478956789
0.0002545454545454545,5556.449096347207,4.894684860385368,0,0.0,960462.5159570422
0.00025757575757575756,5559.2705436983615,4.871463357200931,0,0.0,931077.6258809266
0.00026060606060606057,5562.056327307046,4.848697983277374,0,-2.2737367544323206e-13,919308.5908657752
0.0002636363636363636,5564.834211965455,4.82649510121891,0,-2.2737367544323206e-13,916701.937275185
0.0002666666666666666,5567.60415158222,4.804835668828461,0,-4.547473508864641e-13,914080.073532304
0.0002696969696969697,5570.366099799547,4.783701501001827,0,-1.1368683772161603e-13,911442.9117178328
0.0002727272727272727,5573.120009990109,4.763075222126234,0,2.2737367544323206e-13,908790.3628855468
0.00027575757575757574,5575.865835253766,4.742940221617532,0,-5.684341886080801e-13,906122.3370068105
0.00027878787878787874,5578.603528414319,4.7232806123574935,0,-2.2737367544323206e-13,903438.7429825431
0.0002818181818181818,5581.3330420161965,4.704081191812751,0,-3.410605131648481e-13,900739.4886195484
0.0002848484848484848,5584.054328321083,4.685327405635772,0,-4.547473508864641e-13,898024.4806124658
0.00028787878787878786,5586.767339304481,4.667005313564945,0,-2.2737367544323206e-13,895293.6245213018
0.0002909090909090909,5589.472026652286,4.6491015574561825,0,-2.2737367544323206e-13,892546.8247758741
0.0002939393939393939,5592.1683417572085,4.631603331292168,0,-3.410605131648481e-13,889783.9846243269
0.00029696969696969697,5594.85623571524,4.614498353028046,0,-1.1368683772161603e-13,887005.0061502403
0.0003,5597.535659321967,4.597774838143648,0,-3.410605131648481e-13,884209.7902199648
